r\c	0.0	250.0	500.0	750.0	1000.0
5.0E-6	1.0	1.0	1.0	1.0	0.0
0.999995	3.0	4.0	7.0	4.0	0.0
1.0E-5	1.0	1.0	1.0	1.0	0.0
0.99999	3.0	4.0	7.0	4.0	0.0
5.0E-5	1.0	1.0	1.0	1.0	0.0
0.99995	3.0	4.0	7.0	4.0	0.0
1.0E-4	1.0	1.0	1.0	1.0	0.0
0.9999	3.0	4.0	7.0	4.0	0.0
5.0E-4	1.0	1.0	1.0	1.0	0.0
0.9995	3.0	4.0	7.0	4.0	0.0
0.001	1.0	1.0	1.0	1.0	0.0
0.999	3.0	4.0	7.0	4.0	0.0
0.005	1.0	1.0	1.0	1.0	0.0
0.995	3.0	4.0	7.0	4.0	0.0
0.01	1.0	1.0	1.0	1.0	0.0
0.99	3.0	4.0	7.0	4.0	0.0
0.025	1.0	1.0	1.0	1.0	0.0
0.975	3.0	4.0	7.0	4.0	0.0
0.05	1.0	1.0	1.0	1.0	0.0
0.95	2.0	3.0	7.0	4.0	0.0
0.1	1.0	1.0	1.0	1.0	0.0
0.9	2.0	2.0	7.0	4.0	0.0
0.5	1.0	1.0	2.0	4.0	0.0
